-7.8066088429578186e-04 2.8348497836191787e-04 -6.2747015167105688e-04 3.1437858193483236e-03 1.0887690757668857e-02 2.9895800770148107e-03 -6.0342633983336252e-04 2.7388673846901168e-04
-7.7944097351546090e-04 2.9245569890116958e-04 -6.5047929545553789e-04 3.3000135410448297e-03 1.0882147773269095e-02 2.8375114321542928e-03 -5.7844662029479397e-04 2.6366925305321734e-04
-7.7700491119636356e-04 3.0079009913134826e-04 -6.7235442789934368e-04 3.4581441501909476e-03 1.0871067830232005e-02 2.6876909256646712e-03 -5.5262895682757246e-04 2.5284033673355239e-04
-7.7336019573887374e-04 3.0847879570396918e-04 -6.9299583713503009e-04 3.6180546928537942e-03 1.0854462972942746e-02 2.5402254261391441e-03 -5.2607030452869502e-04 2.4140742473277951e-04
-7.6851802468293781e-04 3.1551178088468497e-04 -7.1230365697310218e-04 3.7796184732629226e-03 1.0832351250122068e-02 2.3952175429962155e-03 -4.9886640014143262e-04 2.2937766374814581e-04
-7.6249323504328447e-04 3.2187839435203941e-04 -7.3017808029247086e-04 3.9427051823753435e-03 1.0804756693376641e-02 2.2527655477066048e-03 -4.7111155568160866e-04 2.1675801293097595e-04
-7.5530422443287749e-04 3.2756730918499956e-04 -7.4651957083465446e-04 4.1071810347699514e-03 1.0771709288564699e-02 2.1129633029614097e-03 -4.4289845627196297e-04 2.0355535393672960e-04
-7.4697285354742517e-04 3.3256653231538612e-04 -7.6122907271813619e-04 4.2729089137778144e-03 1.0733244939948729e-02 1.9759001995988640e-03 -4.1431796309681756e-04 1.8977660892310709e-04
-7.3752433071836516e-04 3.3686341959869912e-04 -7.7420821703776555e-04 4.4397485247148543e-03 1.0689405427101511e-02 1.8416611010827141e-03 -3.8545892239128258e-04 1.7542886529855792e-04
-7.2698707937061166e-04 3.4044470553373335e-04 -7.8535952496515469e-04 4.6075565560431001e-03 1.0640238354527879e-02 1.7103262953043151e-03 -3.5640798137442773e-04 1.6051950595759293e-04
-7.1539258934352355e-04 3.4329654753896571e-04 -7.9458660681924623e-04 4.7761868482469336e-03 1.0585797093961707e-02 1.5819714534626860e-03 -3.2724941202378347e-04 1.4505634368343261e-04
-7.0277525314811607e-04 3.4540458457257757e-04 -8.0179435663088692e-04 4.9454905701714355e-03 1.0526140719296534e-02 1.4566675957626708e-03 -2.9806494356932739e-04 1.2904775835319079e-04
-6.8917218833941714e-04 3.4675400976461398e-04 -8.0688914178085385e-04 5.1153164025317405e-03 1.0461333934108747e-02 1.3344810636605352e-03 -2.6893360455855942e-04 1.1250283554638645e-04
-6.7462304727944941e-04 3.4732965661464418e-04 -8.0977898734670888e-04 5.2855107282653796e-03 1.0391446991734681e-02 1.2154734983794049e-03 -2.3993157531041349e-04 9.5431505134587819e-05
-6.5916981565262609e-04 3.4711609819763493e-04 -8.1037375484960283e-04 5.4559178293643821e-03 1.0316555607867343e-02 1.0997018254135069e-03 -2.1113205153475975e-04 7.7844678418614142e-05
-6.4285660117088057e-04 3.4609775871518174e-04 -8.0858531514706818e-04 5.6263800897905650e-03 1.0236740865645024e-02 9.8721824474052493e-04 -1.8260511984617876e-04 5.9754382380033437e-05
-6.2572941396988517e-04 3.4425903662972987e-04 -8.0432771527157740e-04 5.7967382040465020e-03 1.0152089113212491e-02 8.7807022646521843e-04 -1.5441764584572947e-04 4.1173889626055372e-05
